
 Cta.mayor               4000850000  EMRF CAPEX
 Sociedad                1167

-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Ejerc./mes|Lib.mayor |Material          |Cta.CP    |Texto cab.documento      |Referencia      |Doc.comp. |Nº doc.   |Pos|Asignación        |Texto                              |Div.|Fecha doc.|Fe.contab.|CT|       Importe en ML|       Importe en MD|ML   |Mon. |II|Usuario     |Elemento PEP            |Nombre de la cuenta                |Clave de referencia |         Cantidad| Año|
|   2019/02   |4000850000|10102530019       |2310000000|                         |0180347081      |          |5000013484|  6|940223766900006   |Cab.  24 fo mono.kp.               |    |27.02.2019|27.02.2019|96|         36.214.893-|          11.700,00-|COP  |USD  |  |NHX103295   |                        |ZTT COLOMBIA SAS                   |50242932782019      |          18.000-|2019|
|   2019/02   |4000850000|10702530014       |2310000000|                         |0180347081      |          |5000013486|  2|940223766900010   |Cab.  36 fo mono.kp.               |    |27.02.2019|27.02.2019|96|         85.801.439-|          27.720,00-|COP  |USD  |  |NHX103295   |                        |ZTT COLOMBIA SAS                   |50242933002019      |          36.000-|2019|
|   2019/02   |4000850000|10702530015       |2310000000|                         |0180347081      |          |5000013488|  2|940223766900011   |Cab.  48 fo mono.kp.               |    |27.02.2019|27.02.2019|96|         79.858.482-|          25.800,00-|COP  |USD  |  |NHX103295   |                        |ZTT COLOMBIA SAS                   |50242933022019      |          30.000-|2019|
|   2019/02   |4000850000|10106120126       |2310100000|                         |0180347053      |          |5000013489|  2|940205888500002   |Bundle ME-3400EG-2CS-A             |    |27.02.2019|27.02.2019|96|          8.713.860-|           2.815,20-|COP  |USD  |  |NHX105574   |P-1167-18-5002-03206-201|CISCO SYSTEMS INC                  |50242933032019      |           1,000-|2019|
|   2019/02   |4000850000|10702530016       |2310000000|                         |0180347081      |          |5000013490|  2|940223766900012   |Cab.  96 fo mono.kp.               |    |27.02.2019|27.02.2019|96|         75.215.547-|          24.300,00-|COP  |USD  |  |NHX103295   |                        |ZTT COLOMBIA SAS                   |50242933072019      |          18.000-|2019|
|   2019/02   |4000850000|10102530672       |2310000000|                         |0180347081      |          |5000013491|  2|940223766900004   |Cab.  16 fo mono.distribución vert |    |27.02.2019|27.02.2019|96|        183.241.168-|          59.200,00-|COP  |USD  |  |NHX103295   |                        |ZTT COLOMBIA SAS                   |50242933152019      |          80.000-|2019|
|   2019/02   |4000850000|10102530673       |2310000000|                         |0180347081      |          |5000013492|  2|940223766900005   |Cab.  24 fo mono.distribución vert |    |27.02.2019|27.02.2019|96|         25.071.849-|           8.100,00-|COP  |USD  |  |NHX103295   |                        |ZTT COLOMBIA SAS                   |50242933172019      |          10.000-|2019|
|   2019/02   |4000850000|10103680018       |2310000000|                         |0180347081      |          |5000013493|  2|940223766900007   |Cab.  8 fo mono.kp.                |    |27.02.2019|27.02.2019|96|         28.414.762-|           9.180,00-|COP  |USD  |  |NHX103295   |                        |ZTT COLOMBIA SAS                   |50242933202019      |          18.000-|2019|
|   2019/02   |4000850000|10103680018       |2310000000|                         |0180347081      |          |5000013493|  6|940223766900008   |Cab.  8 fo mono.kp.                |    |27.02.2019|27.02.2019|96|         53.672.329-|          17.340,00-|COP  |USD  |  |NHX103295   |                        |ZTT COLOMBIA SAS                   |50242933202019      |          34.000-|2019|
|   2019/02   |4000850000|10103680018       |2310000000|                         |0180347081      |          |5000013493| 10|940223766900013   |Cab.  8 fo mono.kp.                |    |27.02.2019|27.02.2019|96|         28.414.762-|           9.180,00-|COP  |USD  |  |NHX103295   |                        |ZTT COLOMBIA SAS                   |50242933202019      |          18.000-|2019|
|   2019/02   |4000850000|10106111153       |2310100000|                         |0180347085      |          |5000013501|  2|940226162300002   |ROU-DX-C1117**-4PLTEEAWA*********- |    |27.02.2019|27.02.2019|96|             38.877-|              12,56-|COP  |USD  |  |NHX105574   |P-1167-19-9002-10400-201|CISCO SYSTEMS INC                  |50242933792019      |           1,000-|2019|
|   2019/02   |4000850000|10106111154       |2310100000|                         |0180347085      |          |5000013502|  2|940226162300003   |ROU-DX-C1111**-8PLTEEAWA*********- |    |27.02.2019|27.02.2019|96|             38.877-|              12,56-|COP  |USD  |  |NHX105574   |P-1167-19-9002-10400-201|CISCO SYSTEMS INC                  |50242933812019      |           1,000-|2019|
|   2019/02   |4000850000|10106111155       |2310100000|                         |0180347064      |          |5000013503|  2|940212035700028   |ROU-DX-C1111**-4P****************- |    |27.02.2019|27.02.2019|96|         19.071.041-|           6.161,31-|COP  |USD  |  |NHX105574   |P-1167-18-4002-03249-201|CISCO SYSTEMS INC                  |50242935772019      |           9,000-|2019|
|   2019/02   |4000850000|10106111155       |2310100000|                         |0180347064      |          |5000013503|  6|940212035700029   |ROU-DX-C1111**-4P****************- |    |27.02.2019|27.02.2019|96|          2.118.943-|             684,57-|COP  |USD  |  |NHX105574   |P-1167-18-4002-03249-201|CISCO SYSTEMS INC                  |50242935772019      |           1,000-|2019|
|   2019/02   |4000850000|10106111089       |2310100000|                         |0180347064      |          |5000013506|  2|940212035700026   |BUNDLE C1-CISCO4451/K9             |    |27.02.2019|27.02.2019|96|        180.560.771-|          58.334,04-|COP  |USD  |  |NHX105574   |P-1167-18-4002-03249-201|CISCO SYSTEMS INC                  |50242935902019      |           2,000-|2019|
|   2019/02   |4000850000|10106111089       |2310100000|                         |0180347064      |          |5000013506|  8|940212035700027   |BUNDLE C1-CISCO4451/K9             |    |27.02.2019|27.02.2019|96|        150.251.691-|          48.542,04-|COP  |USD  |  |NHX105574   |P-1167-18-4002-03249-201|CISCO SYSTEMS INC                  |50242935902019      |           2,000-|2019|
|   2019/02   |4000850000|10102620008       |2310000000|                         |0180347264      |          |5000013537|  2|940229387100006   |Rellenos 200 pares Calibre 0,404 mm|    |28.02.2019|28.02.2019|96|         82.821.390-|          26.960,00-|COP  |USD  |  |FA90038     |                        |CABLES DE ENERGIA Y DE             |50243028832019      |           4.000-|2019|
|   2019/02   |4000850000|10102620035       |2310000000|                         |0180347264      |          |5000013537|  6|940229387100015   |Cubierta Autosoportada 100 pares C |    |28.02.2019|28.02.2019|96|        156.979.711-|          51.100,00-|COP  |USD  |  |FA90038     |                        |CABLES DE ENERGIA Y DE             |50243028832019      |          14.000-|2019|
|   2019/02   |4000850000|10102620037       |2310000000|                         |0180347264      |          |5000013537| 10|940229387100017   |Cubierta Autosoportada 200 pares C |    |28.02.2019|28.02.2019|96|        124.232.084-|          40.440,00-|COP  |USD  |  |FA90038     |                        |CABLES DE ENERGIA Y DE             |50243028832019      |           6.000-|2019|
|   2019/02   |4000850000|10102620035       |2310000000|                         |0180347348      |          |5000013544|  2|940229387100016   |Cubierta Autosoportada 100 pares C |    |28.02.2019|28.02.2019|96|         22.425.673-|           7.300,00-|COP  |USD  |  |FA90038     |                        |CABLES DE ENERGIA Y DE             |50243080992019      |           2.000-|2019|
|   2019/02   |4000850000|10102620037       |2310000000|                         |0180347348      |          |5000013544|  6|940229387100018   |Cubierta Autosoportada 200 pares C |    |28.02.2019|28.02.2019|96|         20.705.347-|           6.740,00-|COP  |USD  |  |FA90038     |                        |CABLES DE ENERGIA Y DE             |50243080992019      |           1.000-|2019|
|   2019/02   |4000850000|10102620037       |2310000000|                         |0180347348      |          |5000013544| 10|940229387100019   |Cubierta Autosoportada 200 pares C |    |28.02.2019|28.02.2019|96|         20.705.347-|           6.740,00-|COP  |USD  |  |FA90038     |                        |CABLES DE ENERGIA Y DE             |50243080992019      |           1.000-|2019|
|   2019/02   |4000850000|10102560002       |2310000000|                         |0180347349      |          |5000013546|  2|940226562100005   |HERRAJE RETENCION HASTA 200 M      |    |28.02.2019|28.02.2019|96|          2.366.984-|             770,50-|COP  |USD  |  |NHX93146    |                        |TOTAL ONE SAS                      |50243085552019      |         115,000-|2019|
|   2019/02   |4000850000|10102560001       |2310000000|                         |0180347349      |          |5000013547|  2|940226562100004   |HERRAJE RETENCION HASTA 400 M      |    |28.02.2019|28.02.2019|96|         19.017.862-|           6.190,69-|COP  |USD  |  |NHX93146    |                        |TOTAL ONE SAS                      |50243085562019      |         337,000-|2019|
|   2019/02   |4000850000|10102560002       |2310000000|                         |0180347349      |          |5000013548|  2|940226562100003   |HERRAJE RETENCION HASTA 200 M      |    |28.02.2019|28.02.2019|96|         18.524.220-|           6.030,00-|COP  |USD  |  |NHX93146    |                        |TOTAL ONE SAS                      |50243085572019      |         900,000-|2019|
|   2019/02   |4000850000|10102520839       |2310000000|                         |0180347349      |          |5000013549|  2|940226562100002   |HERRAJES DE SUSPENSION HASTA 100 M |    |28.02.2019|28.02.2019|96|         13.455.404-|           4.380,00-|COP  |USD  |  |NHX93146    |                        |TOTAL ONE SAS                      |50243085582019      |         600,000-|2019|
|   2019/02   |4000850000|10102520838       |2310000000|                         |0180347349      |          |5000013550|  2|940226562100001   |HERRAJE RETENCION HASTA 100 M      |    |28.02.2019|28.02.2019|96|         15.436.850-|           5.025,00-|COP  |USD  |  |NHX93146    |                        |TOTAL ONE SAS                      |50243085702019      |         750,000-|2019|
|   2012/07   |4000850000|                  |2302000000|                         |                |          |5000015719|  2|450137553900010   |BUCLE CLIENTE                      |    |05.07.2012|05.07.2012|96|            629.556-|            629.556-|COP  |COP  |  |FA00966     |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50043153022012      |           1,000-|2012|
|   2012/07   |4000850000|                  |2302000000|                         |                |          |5000015737|  2|450137554300010   |BUCLE CLIENTE                      |    |05.07.2012|05.07.2012|96|          1.216.717-|          1.216.717-|COP  |COP  |  |FA00966     |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50043155852012      |           1,000-|2012|
|   2012/07   |4000850000|                  |2302000000|                         |                |          |5000015737|  4|450137554300020   |BUCLE CLIENTE                      |    |05.07.2012|05.07.2012|96|            331.832-|            331.832-|COP  |COP  |  |FA00966     |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50043155852012      |           1,000-|2012|
|   2012/07   |4000850000|                  |2302000000|                         |                |          |5000015737|  6|450137554300030   |BUCLE CLIENTE                      |    |05.07.2012|05.07.2012|96|            483.922-|            483.922-|COP  |COP  |  |FA00966     |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50043155852012      |           1,000-|2012|
|   2012/07   |4000850000|                  |2302000000|                         |                |          |5000015737|  8|450137554300040   |BUCLE CLIENTE                      |    |05.07.2012|05.07.2012|96|            600.062-|            600.062-|COP  |COP  |  |FA00966     |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50043155852012      |           1,000-|2012|
|   2019/03   |4000850000|10102570608       |2310000000|                         |0180347690      |          |5000015816|  2|940230907200001   |CTOP 8 CABO DROP COM SPLITTER 1:8  |    |02.03.2019|02.03.2019|96|        866.564.927-|         280.306,56-|COP  |USD  |  |NHX105574   |                        |HUAWEI TECHNOLOGIES COLOMBIA SAS   |50243345652019      |       3.216,000-|2019|
|   2019/03   |4000850000|10102570607       |2310000000|                         |0180347690      |          |5000015817|  2|940230907200002   |CTOP 8 SUBTERRANEA CABO DROP CON S |    |02.03.2019|02.03.2019|96|        140.289.343-|          45.379,20-|COP  |USD  |  |NHX105574   |                        |HUAWEI TECHNOLOGIES COLOMBIA SAS   |50243345662019      |         652,000-|2019|
|   2018/03   |4000850000|10106111059       |2310100000|                         |0180301177      |          |5000016272|  2|940157045900028   |ROU-DX-C1*****-CISCO*4321*K9*****- |    |09.03.2018|09.03.2018|96|          3.078.787-|           1.072,24-|COP  |USD  |  |NHX103295   |P-1167-18-4002-02773-201|CISCO SYSTEMS INC                  |50205024712018      |           1,000-|2018|
|   2018/03   |4000850000|                  |2302000000|                         |                |          |5000016460|  2|940169834200017   |ALTAS CAPEX                        |    |12.03.2018|12.03.2018|96|            275.530-|            275.530-|COP  |COP  |  |NH009610    |                        |EZENTIS COLOMBIA SAS               |50205291792018      |           1,000-|2018|
|   2018/03   |4000850000|                  |2302000000|                         |                |          |5000016460|  4|940169834200018   |ALTAS CAPEX                        |    |12.03.2018|12.03.2018|96|          1.167.377-|          1.167.377-|COP  |COP  |  |NH009610    |                        |EZENTIS COLOMBIA SAS               |50205291792018      |           1,000-|2018|
|   2011/08   |4000850000|10102520838       |2310000000|                         |0180087212      |          |5000017680|  2|510000736900030   |                                   |    |29.08.2011|29.08.2011|96|          2.107.451-|           1.174,71-|COP  |USD  |  |FA90407     |                        |VERYTEL SA                         |50034722492011      |          58,000-|2011|
|   2011/08   |4000850000|10102520841       |2310000000|                         |0180087213      |          |5000017705|  2|510000736900010   |                                   |    |19.08.2011|29.08.2011|96|             36.335-|              20,25-|COP  |USD  |  |FA90407     |                        |VERYTEL SA                         |50034722892011      |           1,000-|2011|
|   2011/08   |4000850000|10102560002       |2310000000|                         |0180087213      |          |5000017705|  6|510000736900040   |                                   |    |19.08.2011|29.08.2011|96|             32.048-|              17,86-|COP  |USD  |  |FA90407     |                        |VERYTEL SA                         |50034722892011      |           1,000-|2011|
|   2011/08   |4000850000|10102560002       |2310000000|                         |0180087214      |          |5000017712|  2|510000737200010   |                                   |    |19.08.2011|29.08.2011|96|             64.097-|              35,73-|COP  |USD  |  |FA90407     |                        |VERYTEL SA                         |50034722952011      |           2,000-|2011|
|   2011/08   |4000850000|10102560001       |2310000000|                         |0180087215      |          |5000017714|  2|510000736900020   |                                   |    |19.08.2011|29.08.2011|96|            128.193-|              71,46-|COP  |USD  |  |FA90407     |                        |VERYTEL SA                         |50034723052011      |           2,000-|2011|
|   2018/03   |4000850000|                  |2302000000|                         |                |          |5000018097|  2|940147331600002   |L-SL-SEC-K9                        |    |21.03.2018|21.03.2018|96|          2.062.679-|             690,00-|COP  |USD  |  |NH009610    |                        |CISCO SYSTEMS INC                  |50206634292018      |           1,000-|2018|
|   2018/03   |4000850000|10106111054       |2310100000|                         |0180302891      |          |5000018942|  2|940169616400007   |TEL-DX-CP*7861-K9****************- |    |23.03.2018|23.03.2018|96|          3.296.393-|           1.153,44-|COP  |USD  |  |NHX103295   |P-1167-18-4005-77777-221|CISCO SYSTEMS INC                  |50206913082018      |           8,000-|2018|
|   2018/03   |4000850000|10106111054       |2310100000|                         |0180302891      |          |5000018942|  6|940169616400008   |TEL-DX-CP*7861-K9****************- |    |23.03.2018|23.03.2018|96|            411.992-|             144,16-|COP  |USD  |  |NHX103295   |P-1167-18-4005-77777-221|CISCO SYSTEMS INC                  |50206913082018      |           1,000-|2018|
|   2013/04   |4000850000|10102530659       |2310000000|                         |0180138961      |          |5000019216|  2|470022601500010   |COAXIAL_90_BLANCO                  |    |02.04.2013|02.04.2013|96|             90.303-|              49,53-|COP  |USD  |  |FA90412     |                        |LATINOAMERICANA TCA SAS            |50051320352013      |             305-|2013|
|   2013/04   |4000850000|                  |2302000000|                         |                |          |5000022240|  2|450174565500010   |SS ALTAS BUCLE CLIENTE             |    |24.04.2013|24.04.2013|96|          1.272.022-|          1.272.022-|COP  |COP  |  |FA90386     |                        |FSCR INGENIERIA SAS                |50051979022013      |           1,000-|2013|
|   2013/04   |4000850000|                  |2302000000|                         |                |          |5000022240|  4|450174565500020   |SS ALTAS BUCLE CLIENTE             |    |24.04.2013|24.04.2013|96|            215.690-|            215.690-|COP  |COP  |  |FA90386     |                        |FSCR INGENIERIA SAS                |50051979022013      |           1,000-|2013|
|   2013/04   |4000850000|                  |2302000000|                         |                |          |5000022240|  6|450174565500030   |SS ALTAS BUCLE CLIENTE             |    |24.04.2013|24.04.2013|96|          1.009.560-|          1.009.560-|COP  |COP  |  |FA90386     |                        |FSCR INGENIERIA SAS                |50051979022013      |           1,000-|2013|
|   2013/04   |4000850000|                  |2302000000|                         |                |          |5000022240|  8|450174565500040   |SS ALTAS BUCLE CLIENTE             |    |24.04.2013|24.04.2013|96|          7.763.656-|          7.763.656-|COP  |COP  |  |FA90386     |                        |FSCR INGENIERIA SAS                |50051979022013      |           1,000-|2013|
|   2013/04   |4000850000|                  |2302000000|                         |                |          |5000022240| 10|450174565500050   |SS ALTAS BUCLE CLIENTE             |    |24.04.2013|24.04.2013|96|            207.415-|            207.415-|COP  |COP  |  |FA90386     |                        |FSCR INGENIERIA SAS                |50051979022013      |           1,000-|2013|
|   2013/04   |4000850000|                  |2302000000|                         |                |          |5000022240| 12|450174565500060   |SS ALTAS BUCLE CLIENTE             |    |24.04.2013|24.04.2013|96|          3.229.831-|          3.229.831-|COP  |COP  |  |FA90386     |                        |FSCR INGENIERIA SAS                |50051979022013      |           1,000-|2013|
|   2013/04   |4000850000|                  |2302000000|                         |                |          |5000022240| 14|450174565500070   |SS ALTAS BUCLE CLIENTE             |    |24.04.2013|24.04.2013|96|            655.246-|            655.246-|COP  |COP  |  |FA90386     |                        |FSCR INGENIERIA SAS                |50051979022013      |           1,000-|2013|
|   2013/04   |4000850000|                  |2302000000|                         |                |          |5000022240| 16|450174565500080   |SS ALTAS BUCLE CLIENTE             |    |24.04.2013|24.04.2013|96|         12.727.862-|         12.727.862-|COP  |COP  |  |FA90386     |                        |FSCR INGENIERIA SAS                |50051979022013      |           1,000-|2013|
|   2018/04   |4000850000|10106110859       |2310100000|                         |0180303991      |          |5000022493|  2|940171263000001   |ROU-DX-C881***-****K*9***********- |    |05.04.2018|05.04.2018|96|          1.169.054-|             418,78-|COP  |USD  |  |NHX105574   |P-1167-18-4002-02809-201|CISCO SYSTEMS INC                  |50207865812018      |           1,000-|2018|
|   2012/09   |4000850000|                  |2302000000|                         |                |          |5000022662| 20|450148284400100   |SS ALTAS BUCLE CLIENTE             |    |25.09.2012|25.09.2012|96|            125.867-|            125.867-|COP  |COP  |  |FA90386     |                        |FSCR INGENIERIA SAS                |50045585772012      |           1,000-|2012|
|   2012/09   |4000850000|                  |2302000000|                         |                |          |5000022662| 22|450148284400110   |SS ALTAS BUCLE CLIENTE             |    |25.09.2012|25.09.2012|96|            944.005-|            944.005-|COP  |COP  |  |FA90386     |                        |FSCR INGENIERIA SAS                |50045585772012      |           1,000-|2012|
|   2012/10   |4000850000|                  |2302000000|                         |                |          |5000025493| 22|450152855700110   |SS ALTAS BUCLE CLIENTE             |    |24.10.2012|24.10.2012|96|            180.934-|            180.934-|COP  |COP  |  |FA90386     |                        |FSCR INGENIERIA SAS                |50046495192012      |           1,000-|2012|
|   2012/10   |4000850000|                  |2302000000|                         |                |          |5000025493| 24|450152855700120   |SS ALTAS BUCLE CLIENTE             |    |24.10.2012|24.10.2012|96|          1.914.232-|          1.914.232-|COP  |COP  |  |FA90386     |                        |FSCR INGENIERIA SAS                |50046495192012      |           1,000-|2012|
|   2013/05   |4000850000|                  |2303000000|                         |                |          |5000025505|  2|480122831000010   |Pago acometidas a 33 unidades deVi |    |07.05.2013|07.05.2013|96|          2.640.000-|          2.640.000-|COP  |COP  |  |FA03124     |                        |MEGADISEÑOS & CONSTRUCCIONES S.A.S |50052336132013      |               1-|2013|
|   2012/11   |4000850000|10106110465       |2310100000|                         |0180127802      |          |5000027104|  2|470021110200060   |Cable CAB-CC-BNC-75ohm             |    |16.11.2012|16.11.2012|96|             10.316-|               5,66-|COP  |USD  |  |FA90407     |P-1167-12-0344-00002-005|HUAWEI TECHNOLOGIES COLOMBIA SAS   |50047240272012      |           2,000-|2012|
|   2018/06   |4000850000|10106181563       |2310100000|                         |0180312501      |          |5000037345|  2|940179395300007   |ROU-DX-MR*42**-HW****************- |    |20.06.2018|20.06.2018|96|         26.626.133-|           9.081,90-|COP  |USD  |  |NHX105574   |P-1167-18-4002-02836-201|CISCO SYSTEMS INC                  |50216143202018      |          18,000-|2018|
|   2018/06   |4000850000|10106120233       |2310100000|                         |0180312501      |          |5000037346|  2|940179395300008   |SEV-DX-MS*220*-8P*HW*************- |    |20.06.2018|20.06.2018|96|            899.705-|             306,88-|COP  |USD  |  |NHX105574   |P-1167-18-4002-02836-201|CISCO SYSTEMS INC                  |50216143212018      |           1,000-|2018|
|   2018/06   |4000850000|10106120234       |2310100000|                         |0180312501      |          |5000037347|  2|940179395300009   |SEV-DX-MS*250*-24*HW*************- |    |20.06.2018|20.06.2018|96|         79.121.413-|          26.987,50-|COP  |USD  |  |NHX105574   |P-1167-18-4002-02836-201|CISCO SYSTEMS INC                  |50216143222018      |          10,000-|2018|
|   2018/06   |4000850000|10106120237       |2310100000|                         |0180312501      |          |5000037348|  2|940179395300010   |MDL-DX-MA*SFP*-1GB*SX************- |    |20.06.2018|20.06.2018|96|          5.582.109-|           1.904,00-|COP  |USD  |  |NHX105574   |P-1167-18-4002-02836-201|CISCO SYSTEMS INC                  |50216143232018      |           8,000-|2018|
|   2018/06   |4000850000|                  |2302000000|                         |                |          |5000038965|  4|940188958900002   |C.1650 MTRF CSFB LTU               |    |23.06.2018|23.06.2018|96|                 34-|               0,01-|COP  |EUR  |  |NH007264    |                        |NOKIA SPAIN S.A.                   |50216506642018      |           1,000-|2018|
|   2018/06   |4000850000|                  |2302000000|                         |                |          |5000038965|  6|940188958900003   |C.1651 CS Fallback Rel11 Enhanceme |    |23.06.2018|23.06.2018|96|                 34-|               0,01-|COP  |EUR  |  |NH007264    |                        |NOKIA SPAIN S.A.                   |50216506642018      |           1,000-|2018|
|   2018/06   |4000850000|                  |2302000000|                         |                |          |5000038965|  8|940188958900004   |N.9015672 SOC/STC CDRs for TEF COL |    |23.06.2018|23.06.2018|96|                 34-|               0,01-|COP  |EUR  |  |NH007264    |                        |NOKIA SPAIN S.A.                   |50216506642018      |           1,000-|2018|
|   2018/06   |4000850000|                  |2302000000|                         |                |          |5000038965| 10|940188958900005   |C.9014705 IMEI_CHECK (IMSI,MSISDN, |    |23.06.2018|23.06.2018|96|                 34-|               0,01-|COP  |EUR  |  |NH007264    |                        |NOKIA SPAIN S.A.                   |50216506642018      |           1,000-|2018|
|   2018/07   |4000850000|10106181027       |2310100000|                         |0180314549      |          |5000043088|  2|940179341900007   |Bundle VWIC3-2MFT-T1/E1=           |    |10.07.2018|10.07.2018|96|             44.900-|              16,00-|COP  |USD  |  |NHX105574   |P-1167-18-4002-02902-201|CISCO SYSTEMS INC                  |50218148602018      |           4,000-|2018|
|   2017/06   |4000850000|10102530659       |2310000000|                         |0180271580      |          |5000043464|  2|940107805900001   |Cable Coaxial RG Blanco            |    |02.06.2017|02.06.2017|96|        136.979.940-|          46.628,40-|COP  |USD  |  |NHX105574   |                        |AMPER SISTEMAS SA                  |50175205852017      |         512.400-|2017|
|   2017/06   |4000850000|10102530659       |2310000000|                         |0180271580      |          |5000043465|  2|940107805900001   |Cable Coaxial RG Blanco            |    |02.06.2017|02.06.2017|96|         18.263.992-|           6.217,12-|COP  |USD  |  |NHX105574   |                        |AMPER SISTEMAS SA                  |50175205862017      |          68.320-|2017|
|   2018/07   |4000850000|                  |2302000000|                         |                |          |5000044630|  2|940193110400001   |PMUT CAPEX 2018                    |    |18.07.2018|18.07.2018|96|         50.675.100-|         50.675.100-|COP  |COP  |  |NH007264    |                        |EVERIS COLOMBIA LTDA               |50219204892018      |         105,000-|2018|
|   2018/07   |4000850000|                  |2303000000|                         |                |          |5000044759|  2|940193530900001   |FG-TRAN-SX                         |    |19.07.2018|19.07.2018|96|            107.712-|              37,44-|COP  |USD  |  |NH008259    |                        |CIMACOM SAS                        |50219305992018      |           1,000-|2018|
|   2018/07   |4000850000|                  |2303000000|                         |                |          |5000044759|  4|940193530900002   |FG-TRAN-GC                         |    |19.07.2018|19.07.2018|96|            352.481-|             122,52-|COP  |USD  |  |NH008259    |                        |CIMACOM SAS                        |50219305992018      |           1,000-|2018|
|   2017/06   |4000850000|10102530659       |2310000000|                         |0180273997      |          |5000048976|  2|940107805900001   |Cable Coaxial RG Blanco            |    |23.06.2017|27.06.2017|96|        155.162.396-|          52.817,77-|COP  |USD  |  |NHX105574   |                        |AMPER SISTEMAS SA                  |50177639722017      |         580.415-|2017|
|   2018/08   |4000850000|                  |2303000000|                         |                |          |5000050032|  2|940179336900002   |Servicios desarrollo de aplicacion |    |13.08.2018|13.08.2018|96|        165.887.226-|          56.406,00-|COP  |USD  |  |NH007264    |                        |HEWLETT PACKARD COLOMBIA LTDA      |50221790972018      |           0,400-|2018|
|   2018/08   |4000850000|10106181372       |2310100000|                         |0180318983      |          |5000050577|  2|940184692400004   |TEL-DX-CP*8841-K9****************- |    |17.08.2018|17.08.2018|96|            802.778-|             265,86-|COP  |USD  |  |NHX105574   |P-1167-18-4002-03102-201|CISCO SYSTEMS INC                  |50222272862018      |           1,000-|2018|
|   2017/07   |4000850000|10102530659       |2310000000|                         |0180275892      |          |5000053135|  2|940107805900001   |Cable Coaxial RG Blanco            |    |13.07.2017|13.07.2017|96|        157.514.284-|          52.845,52-|COP  |USD  |  |NHX105574   |                        |AMPER SISTEMAS SA                  |50179488832017      |         580.720-|2017|
|   2017/07   |4000850000|                  |2302000000|                         |                |          |5000054774|  2|940134105600001   |BUCLE                              |    |22.07.2017|22.07.2017|96|            175.615-|            175.615-|COP  |COP  |  |NH011723    |                        |EMPRESA DE SERVICIOS Y TELECOMUNICA|50180422742017      |           1,000-|2017|
|   2017/07   |4000850000|                  |2302000000|                         |                |          |5000054775|  2|940134108300001   |BUCLE                              |    |22.07.2017|22.07.2017|96|            266.351-|            266.351-|COP  |COP  |  |NH011723    |                        |EMPRESA DE SERVICIOS Y TELECOMUNICA|50180422752017      |           1,000-|2017|
|   2018/09   |4000850000|10102520898       |2310000000|                         |0180322519      |          |5000056405|  2|940198192800001   |SUBRACK DISTR GERAL ÓPT DGO MOD DG |    |10.09.2018|10.09.2018|96|         26.375.198-|           8.590,85-|COP  |USD  |  |NHX105574   |                        |ANIXTER COLOMBIA SAS               |50224633712018      |          15,000-|2018|
|   2018/09   |4000850000|10102520896       |2310000000|                         |0180322519      |          |5000056406|  2|940198192800002   |SUBRACK DISTR GERAL ÓPT DGO MOD DG |    |10.09.2018|10.09.2018|96|         31.650.238-|          10.309,02-|COP  |USD  |  |NHX105574   |                        |ANIXTER COLOMBIA SAS               |50224633742018      |          18,000-|2018|
|   2018/09   |4000850000|10102520895       |2310000000|                         |0180322519      |          |5000056407|  2|940198192800003   |BASTIDOR DISTR. GERAL ÓPT DGO MOD. |    |10.09.2018|10.09.2018|96|         32.166.330-|          10.477,12-|COP  |USD  |  |NHX105574   |                        |ANIXTER COLOMBIA SAS               |50224633752018      |          10,000-|2018|
|   2018/09   |4000850000|10102520897       |2310000000|                         |0180322519      |          |5000056408|  2|940198192800004   |BASTIDOR DISTR GERAL ÓPT DGO MOD D |    |10.09.2018|10.09.2018|96|         41.764.448-|          13.603,39-|COP  |USD  |  |NHX105574   |                        |ANIXTER COLOMBIA SAS               |50224633762018      |          13,000-|2018|
|   2017/08   |4000850000|10106120209       |2310100000|                         |0180277970      |          |5000057088|  7|940120810100016   |SWT-DX-WS*****-C3850*48*XS*S*****- |    |01.08.2017|01.08.2017|96|         22.710.221-|           7.576,16-|COP  |USD  |  |NHX103295   |P-1167-17-4005-00548-218|CISCO SYSTEMS INC                  |50181298092017      |           1,000-|2017|
|   2018/09   |4000850000|                  |2302000000|                         |                |          |5000057569|  2|940204106100001   |ALTAS CAPEX                        |    |19.09.2018|19.09.2018|96|            148.178-|            148.178-|COP  |COP  |  |NH009610    |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50225728072018      |           1,000-|2018|
|   2018/09   |4000850000|                  |2302000000|                         |                |          |5000057569|  4|940204106100002   |ALTAS CAPEX                        |    |19.09.2018|19.09.2018|96|            889.063-|            889.063-|COP  |COP  |  |NH009610    |                        |SERVICIOS Y COMUNICACIONES SA S&C S|50225728072018      |           1,000-|2018|
